City,Firm name,Practice areas,Practice area buckets,Address,Phone,Website,Google rating,Review count,Google Maps URL,Has website (Y/N),Notes
Lakeland,Ziegler Diamond Law,"Bankruptcy, Civil Litigation, Personal Injury","Business, General, Personal Injury","206 Easton Dr, Lakeland, FL 33803",(863) 457-1941,https://attorneydebtfighters.com/lakeland-bankruptcy-attorney/,5,1,https://www.google.com/maps/search/?api=1&query=Ziegler%20Diamond%20Law&query_place_id=ChIJiZ-VaBWj54gRXrqIgP6gB-A,Y,
Lakeland,Zoecklein Law Lakeland,"Estate Planning, Elder Law",Estate/Probate,"1643 Williamsburg Square #136, Lakeland, FL 33803",(863) 808-0530,https://www.zoeckleinlawpa.com/lakeland-probate-attorney/,4.8,70,https://www.google.com/maps/search/?api=1&query=Zoecklein%20Law%20Lakeland&query_place_id=ChIJS-OtGbMX3YgRCIYP77kpKMk,Y,
Plant City,Bay Area Legal Services,General/Unspecified,General,"1503 S Alexander St Ste 103, Plant City, FL 33563",(800) 625-2257,http://www.bals.org/,3.6,16,https://www.google.com/maps/search/?api=1&query=Bay%20Area%20Legal%20Services&query_place_id=ChIJA9hvqLE23YgRZOW4pHVOJi8,Y,
Plant City,"Byrd & Barnhill, P.L.","Criminal Defense, Estate Planning, Family Law, General Practice, Real Estate","Criminal/DUI, Estate/Probate, Family/Divorce, General, Real Estate","206 N Collins St, Plant City, FL 33563",(813) 759-1224,https://byrd-law.com/,4.7,118,https://www.google.com/maps/search/?api=1&query=Byrd%20%26%20Barnhill%2C%20P.L.&query_place_id=ChIJtWW2a4M23YgRwAEi1VldrF0,Y,
Plant City,Charles S. White PA,"Real Estate, Business, Elder Law, Family Law, Personal Injury","Real Estate, Business, Estate/Probate, Family/Divorce, Personal Injury","110 E Reynolds St #900, Plant City, FL 33563",(813) 752-6155,http://www.cswatty.com/,3.7,11,https://www.google.com/maps/search/?api=1&query=Charles%20S.%20White%20PA&query_place_id=ChIJf9z4NoM23YgR6cf7YlL_eUM,Y,
Plant City,"Conley Immigration Law Group, PLLC",Immigration,Immigration,"1805 James L Redman Pkwy Ste 201, Plant City, FL 33563",(813) 708-2910,,,,https://www.google.com/maps/search/?api=1&query=Conley%20Immigration%20Law%20Group%2C%20PLLC&query_place_id=ChIJF4Nd5P833YgRicNzPizUmaM,N,
Plant City,"Cynthia M. Petitjean, P.L.",Tax,Business,"1306 Thonotosassa Rd, Plant City, FL 33563",(813) 659-2020,http://plantcityattorney.com/,5,4,https://www.google.com/maps/search/?api=1&query=Cynthia%20M.%20Petitjean%2C%20P.L.&query_place_id=ChIJtbT8fSU03YgRCUmQNKS83kg,Y,
Plant City,David H Galloway PA Attorney,"Family Law, Estate Planning, Personal Injury, Real Estate","Family/Divorce, Estate/Probate, Personal Injury, Real Estate","506 N Alexander St, Plant City, FL 33563",(813) 754-3438,,5,3,https://www.google.com/maps/search/?api=1&query=David%20H%20Galloway%20PA%20Attorney&query_place_id=ChIJaeZmMy403YgR8JZgmL7aIbY,N,
Plant City,"Dwyer, John A","Bankruptcy, Estate Planning, Family Law, Tax","Business, Estate/Probate, Family/Divorce","506 N Alexander St, Plant City, FL 33563",(813) 754-1198,,4.2,10,https://www.google.com/maps/search/?api=1&query=Dwyer%2C%20John%20A&query_place_id=ChIJK6_qNC403YgR6LJ5UkRit_w,N,
Plant City,Evans Stephen L,General/Unspecified,General,"104 N Thomas St, Plant City, FL 33563",(813) 752-1795,,4.5,8,https://www.google.com/maps/search/?api=1&query=Evans%20Stephen%20L&query_place_id=ChIJy2IV04I23YgRyLQZD5Xq-Tg,N,
Plant City,Heritage Law Group,General/Unspecified,General,"120 N Collins St, Plant City, FL 33563",(813) 655-1801,http://www.heritagelawyers.com/,5,402,https://www.google.com/maps/search/?api=1&query=Heritage%20Law%20Group&query_place_id=ChIJn8r2Q4M23YgRcOIgL_i7LgM,Y,
Plant City,"Jayson, Farthing, Skafidas & Wright, P.A.",Personal Injury,Personal Injury,"104 N Thomas St, Plant City, FL 33563",(877) 345-5379,http://www.jfswlaw.com/,,,https://www.google.com/maps/search/?api=1&query=Jayson%2C%20Farthing%2C%20Skafidas%20%26%20Wright%2C%20P.A.&query_place_id=ChIJy2IV04I23YgRjvSN30GVidA,Y,
Plant City,"Joseph J. Nolan, P.A.",General/Unspecified,General,"111 S Palmer St, Plant City, FL 33563",(813) 473-8120,http://www.josephjnolanpa.com/contact.html,,,https://www.google.com/maps/search/?api=1&query=Joseph%20J.%20Nolan%2C%20P.A.&query_place_id=ChIJ_RBeqpw23YgRkv-CuqQPN9Q,Y,
Plant City,Kevin L. Sullivan II.,Personal Injury,Personal Injury,"1805 James L Redman Pkwy Ste 201, Plant City, FL 33563",(813) 598-4868,http://lawkevin.com/,5,16,https://www.google.com/maps/search/?api=1&query=Kevin%20L.%20Sullivan%20II.&query_place_id=ChIJRW03RWY33YgRDYF_geKOT7c,Y,
Plant City,KFB Law - Car Accident & Personal Injury Lawyers,"Elder Law, Insurance, Personal Injury","Estate/Probate, Personal Injury","1001 E Baker St #201c, Plant City, FL 33563",(813) 705-7823,https://kfblaw.com/locations/plant-city-personal-injury-attorney/?utm_source=localsearch&utm_medium=organic&utm_campaign=googlemybusiness,4.5,2,https://www.google.com/maps/search/?api=1&query=KFB%20Law%20-%20Car%20Accident%20%26%20Personal%20Injury%20Lawyers&query_place_id=ChIJo9HwQiU03YgRY9C-RZbid3U,Y,
Plant City,Kinney Fernandez & Boire: Fernandez Marcus,General/Unspecified,General,"1408 Reynolds St B, Plant City, FL 33563",(813) 757-1694,https://kfblaw.com/,5,2,https://www.google.com/maps/search/?api=1&query=Kinney%20Fernandez%20%26%20Boire%3A%20Fernandez%20Marcus&query_place_id=ChIJo9HwQiU03YgRsFJ-cQnj6XY,Y,
Plant City,Law Office of Herman and Herman,Estate Planning,Estate/Probate,"607 S Alexander St Ste 111, Plant City, FL 33563",(813) 704-6892,https://www.hermanandhermanesq.com/?utm_source=google-local&utm_medium=organic&utm_campaign=3513,5,1,https://www.google.com/maps/search/?api=1&query=Law%20Office%20of%20Herman%20and%20Herman&query_place_id=ChIJc0G9_Rk03YgRflUjMHTtMKE,Y,
Plant City,Law Office of Rocio A. Perez-Lugo,General/Unspecified,General,"1003 S Alexander St #1, Plant City, FL 33563",(813) 754-7835,,3.8,11,https://www.google.com/maps/search/?api=1&query=Law%20Office%20of%20Rocio%20A.%20Perez-Lugo&query_place_id=ChIJBY18yCI03YgR8oUkOIOLu7w,N,
Plant City,Makar Law Firm - Immigration Attorneys,Immigration,Immigration,"1403 Reynolds St, Plant City, FL 33563",(813) 756-6600,http://www.themakarlawfirm.com/,4.9,101,https://www.google.com/maps/search/?api=1&query=Makar%20Law%20Firm%20-%20Immigration%20Attorneys&query_place_id=ChIJpUcPppw23YgRL45DyoqdzWU,Y,
Plant City,Maranatha Law - Accident & Injury Lawyers,Personal Injury,Personal Injury,"410 W Renfro St Ste D, Plant City, FL 33563",(813) 686-2335,https://maranathalaw.com/plant-city/,5,6,https://www.google.com/maps/search/?api=1&query=Maranatha%20Law%20-%20Accident%20%26%20Injury%20Lawyers&query_place_id=ChIJk-oWkiQ33YgRGdXkqU4jEJ4,Y,Multi-branch: 2 Polk County locations for this firm
Plant City,"Rogo Law - Plant City, FL",General/Unspecified,General,"1303 N Wheeler St, Plant City, FL 33563",(813) 707-1488,https://www.rogolaw.net/contact-us/plant-city-fl/,5,1,https://www.google.com/maps/search/?api=1&query=Rogo%20Law%20-%20Plant%20City%2C%20FL&query_place_id=ChIJA1ntS4033YgRFONOqlOAqXg,Y,
Plant City,"Ronald S. Tulin, PL",Criminal Defense,Criminal/DUI,"3126 FL-574, Plant City, FL 33563",(813) 717-9400,,4.4,49,https://www.google.com/maps/search/?api=1&query=Ronald%20S.%20Tulin%2C%20PL&query_place_id=ChIJhbW8WoQ23YgRI539EyVZdwQ,N,
Plant City,"Ruballos Law Firm, PLLC",Immigration,Immigration,"1805 James L Redman Pkwy Ste 201, Plant City, FL 33563",(813) 822-4552,,5,12,https://www.google.com/maps/search/?api=1&query=Ruballos%20Law%20Firm%2C%20PLLC&query_place_id=ChIJa2asOiI33YgR4-LEjyB2EfY,N,
Plant City,Sperry Law Firm,"General Practice, Business, Civil Litigation, Estate Planning, Real Estate","General, Business, Estate/Probate, Real Estate","1607 S Alexander St Ste 101, Plant City, FL 33563",(813) 754-3030,http://www.sperrylaw-pc.com/,5,16,https://www.google.com/maps/search/?api=1&query=Sperry%20Law%20Firm&query_place_id=ChIJ3fAU1iQ03YgRd87bWb_9nUI,Y,
Plant City,State Attorney's Office - Plant City,General/Unspecified,General,"301 N Michigan Ave # 1022, Plant City, FL 33563",(813) 757-3890,http://www.sao13th.com/,4.7,3,https://www.google.com/maps/search/?api=1&query=State%20Attorney's%20Office%20-%20Plant%20City&query_place_id=ChIJ8QvbV4Q23YgROvwZHzaFsZM,Y,
Plant City,"The Law Office of David Heller, PLLC",General/Unspecified,General,"1805 James L Redman Pkwy Ste 201, Plant City, FL 33563",(813) 652-0013,https://davidhellerlaw.com/,5,1,https://www.google.com/maps/search/?api=1&query=The%20Law%20Office%20of%20David%20Heller%2C%20PLLC&query_place_id=ChIJeS4gJ7E33YgRAoQ2wHvgu10,Y,
Plant City,"The Law Office of Keith Will Wynne, Esq.","Bankruptcy, Criminal Defense, Divorce, Family Law, General Practice, Estate Planning","Business, Criminal/DUI, Family/Divorce, General, Estate/Probate","1001 E Baker St Ste 101, Plant City, FL 33563",(813) 567-5894,,3.9,11,https://www.google.com/maps/search/?api=1&query=The%20Law%20Office%20of%20Keith%20Will%20Wynne%2C%20Esq.&query_place_id=ChIJ6QOCc4823YgR_zLeqUpps8M,N,
Plant City,"The Tancredo Law Firm, P.A.","Bankruptcy, Family Law, Tax","Business, Family/Divorce","1306 Thonotosassa Rd, Plant City, FL 33563",(813) 659-3612,https://tancredolaw.com/,4.8,55,https://www.google.com/maps/search/?api=1&query=The%20Tancredo%20Law%20Firm%2C%20P.A.&query_place_id=ChIJk75Xhy803YgReFNnfc0xtdE,Y,
Plant City,Trinkle Redman P.A.,"Real Estate, Estate Planning","Real Estate, Estate/Probate","121 N Collins St, Plant City, FL 33563",(813) 752-6133,http://trinkle-law.com/,4.5,16,https://www.google.com/maps/search/?api=1&query=Trinkle%20Redman%20P.A.&query_place_id=ChIJU95yR4M23YgR0DLKr6yC_PI,Y,
Plant City,Willy Mo Law: JMW,Personal Injury,Personal Injury,"1409 Berryfest Pl, Plant City, FL 33563",(813) 719-6605,,3.9,23,https://www.google.com/maps/search/?api=1&query=Willy%20Mo%20Law%3A%20JMW&query_place_id=ChIJ8z8i5aM23YgRj42tH7OAG2o,N,
Winter Haven,"Abercrombie, P.A.",Personal Injury,Personal Injury,"250 Magnolia Ave Suite 200 DD-4, Winter Haven, FL 33880",(863) 229-5920,https://www.abercrombiepa.com/,4.1,13,https://www.google.com/maps/search/?api=1&query=Abercrombie%2C%20P.A.&query_place_id=ChIJtYv7AWdw54gR-lbz2-RYz8k,Y,
Winter Haven,Abrahamson & Uiterwyk Car Accident and Personal Injury Lawyers,"Personal Injury, Civil Litigation, Elder Law, Insurance","Personal Injury, General, Estate/Probate","308 Ave G SW #205, Winter Haven, FL 33880",(863) 209-9638,https://www.theinjurylawyers.com/winter-haven-car-accident-lawyer/?utm_medium=organic&utm_source=gmb&utm_campaign=website&utm_term=winterhaven,5,19,https://www.google.com/maps/search/?api=1&query=Abrahamson%20%26%20Uiterwyk%20Car%20Accident%20and%20Personal%20Injury%20Lawyers&query_place_id=ChIJ3QxpjpIT3YgR41BZpPA0pTQ,Y,Multi-branch: 3 Polk County locations for this firm
Winter Haven,"AlexanderDonalson, PLLC",General/Unspecified,General,"250 3rd St NW Ste 102, Winter Haven, FL 33881",(863) 297-5111,https://alexanderdonalsonpllc.cliogrow.com/,3,2,https://www.google.com/maps/search/?api=1&query=AlexanderDonalson%2C%20PLLC&query_place_id=ChIJ04mt7-YT3YgRjBtrIkixfVc,Y,
Winter Haven,"Amy L. Phillips, PLLC - Attorney",Estate Planning,Estate/Probate,"99 6th St SW, Winter Haven, FL 33880",(863) 268-8292,http://www.amyphillipspllc.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,4.8,76,https://www.google.com/maps/search/?api=1&query=Amy%20L.%20Phillips%2C%20PLLC%20-%20Attorney&query_place_id=ChIJ3cJelOES3YgR-euQEbaiOu4,Y,
Winter Haven,"Amy P. Tucker, P.L.",Elder Law,Estate/Probate,"601 W Central Ave, Winter Haven, FL 33880",(863) 268-8292,http://www.amyphillipspllc.com/,,,https://www.google.com/maps/search/?api=1&query=Amy%20P.%20Tucker%2C%20P.L.&query_place_id=ChIJZTev0eQS3YgRR6ZzDC_6RCw,Y,
Winter Haven,Andrew Trakas Pa,General/Unspecified,General,"123 Ave C SW, Winter Haven, FL 33880",(863) 299-5675,,5,3,https://www.google.com/maps/search/?api=1&query=Andrew%20Trakas%20Pa&query_place_id=ChIJl433ZuQS3YgRpoK1LoaVxpU,N,
Winter Haven,Attorney J. Kemp Brinson,General/Unspecified,General,"332 Ave B SW, Winter Haven, FL 33880",(863) 687-1771,https://polklawyer.com/,4.3,6,https://www.google.com/maps/search/?api=1&query=Attorney%20J.%20Kemp%20Brinson&query_place_id=ChIJO9DgROES3YgRey8nLFjwQ_g,Y,
Winter Haven,Attorney Lance Holden,Personal Injury,Personal Injury,"117 Ave B SW, Winter Haven, FL 33880",(863) 618-1100,,5,1,https://www.google.com/maps/search/?api=1&query=Attorney%20Lance%20Holden&query_place_id=ChIJs71MLuQS3YgRdcr-yZCnNS4,N,
Winter Haven,Brooks Law Group - Social Security Attorney,"Social Security Disability, Personal Injury","General, Personal Injury","1401 Havendale Blvd NW, Winter Haven, FL 33881",(863) 250-7084,https://brookslawgroup.com/florida/social-security-disability-lawyer/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-winter-haven,4.3,121,https://www.google.com/maps/search/?api=1&query=Brooks%20Law%20Group%20-%20Social%20Security%20Attorney&query_place_id=ChIJVS6Fmi4T3YgRhG2oBjv1_FM,Y,
Winter Haven,Brooks Law Group - Winter Haven Personal Injury Lawyer,Personal Injury,Personal Injury,"123 1st St N, Winter Haven, FL 33881",(863) 880-1866,https://brookslawgroup.com/winter-haven/personal-injury-lawyer/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-winter-haven,4.8,771,https://www.google.com/maps/search/?api=1&query=Brooks%20Law%20Group%20-%20Winter%20Haven%20Personal%20Injury%20Lawyer&query_place_id=ChIJ-Yd3-OYS3YgRQ61cwWKwdXc,Y,
Winter Haven,"Burnetti, P.A.",Personal Injury,Personal Injury,"99 6th St SW Ste 205, Winter Haven, FL 33880",(863) 343-2866,https://www.burnetti.com/winter-haven/?utm_source=GMB&utm_medium=organic&utm_campaign=winterhaven,5,10,https://www.google.com/maps/search/?api=1&query=Burnetti%2C%20P.A.&query_place_id=ChIJNaynazMT3YgRJBsYUF_-Ne4,Y,Multi-branch: 2 Polk County locations for this firm
Winter Haven,Butz Kelly P,General/Unspecified,General,"99 6th St SW, Winter Haven, FL 33880",(863) 293-5000,,,,https://www.google.com/maps/search/?api=1&query=Butz%20Kelly%20P&query_place_id=ChIJnTdOieES3YgR2B2B01jcb9I,N,
Winter Haven,"Daniel A Fox, P.A.",General/Unspecified,General,"107 Avenue A NW, Winter Haven, FL 33881",(863) 223-3200,https://danfoxlaw.com/,2.6,5,https://www.google.com/maps/search/?api=1&query=Daniel%20A%20Fox%2C%20P.A.&query_place_id=ChIJN-TINMoT3YgR-Q84EAel4bw,Y,
Winter Haven,DICESARE DAVIDSON & BARKER PA,Social Security Disability,General,"72 4th St NW, Winter Haven, FL 33881",(863) 648-5999,http://ddblaw.com/,5,1,https://www.google.com/maps/search/?api=1&query=DICESARE%20DAVIDSON%20%26%20BARKER%20PA&query_place_id=ChIJp23SgqoT3YgRMBI-iB5sn6I,Y,
Winter Haven,Domingo G Alvarez Law Office,General/Unspecified,General,"190 Avenue A NW, Winter Haven, FL 33881",(863) 401-3422,,,,https://www.google.com/maps/search/?api=1&query=Domingo%20G%20Alvarez%20Law%20Office&query_place_id=ChIJz9kLxeYS3YgRPvrNxgp6O2Y,N,
Winter Haven,Florida Marchman Act - Substance Abuse Treatment Legal Services,General/Unspecified,General,"150 3rd St SW, Winter Haven, FL 33880",(863) 875-2752,,,,https://www.google.com/maps/search/?api=1&query=Florida%20Marchman%20Act%20-%20Substance%20Abuse%20Treatment%20Legal%20Services&query_place_id=ChIJvy6I5OMS3YgR7I8uvfugMKg,N,
Winter Haven,Floyd Sammons & Spanjers,"Real Estate, Elder Law, Estate Planning, General Practice","Real Estate, Estate/Probate, General","1556 6th St SE, Winter Haven, FL 33880",(863) 293-3801,http://www.winterhavenlegal.com/,4.1,8,https://www.google.com/maps/search/?api=1&query=Floyd%20Sammons%20%26%20Spanjers&query_place_id=ChIJYeUqKPQS3YgROBL6Vzu6Wgc,Y,
Winter Haven,"Geffrard Law, P.A.","Business, Civil Litigation, Divorce, Estate Planning","Business, General, Family/Divorce, Estate/Probate","325 Ave C SW, Winter Haven, FL 33880",(863) 535-6916,http://geffrard.com/,4.8,17,https://www.google.com/maps/search/?api=1&query=Geffrard%20Law%2C%20P.A.&query_place_id=ChIJw-GnJlU53YgRVsCzB8aq68w,Y,
Winter Haven,Hall & Bennett Attorney,General/Unspecified,General,"146 Avenue B NW, Winter Haven, FL 33881",(863) 293-9670,http://www.jbennettlaw.com/,5,2,https://www.google.com/maps/search/?api=1&query=Hall%20%26%20Bennett%20Attorney&query_place_id=ChIJvW6nIOcS3YgRiK7AOQxK_G0,Y,
Winter Haven,Hileman Byron P,General/Unspecified,General,"141 W Central Ave #7, Winter Haven, FL 33880",(863) 299-4883,,5,1,https://www.google.com/maps/search/?api=1&query=Hileman%20Byron%20P&query_place_id=ChIJLe5PleYS3YgRd4rKH1L_t0Q,N,
Winter Haven,Howell & Thornhill,Personal Injury,Personal Injury,"1350 Havendale Blvd NW, Winter Haven, FL 33881",(863) 293-3166,https://howellthornhill.com/office-locations/howell-thornhill-winter-haven-fl/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-website-winter-haven,4.8,229,https://www.google.com/maps/search/?api=1&query=Howell%20%26%20Thornhill&query_place_id=ChIJdZmduS4T3YgR40BzLKMcdUk,Y,
Winter Haven,Hunt & Smith Law Firm Pa: Hunt D Andrew,General/Unspecified,General,"326 E Central Ave, Winter Haven, FL 33880",(863) 299-1423,,5,1,https://www.google.com/maps/search/?api=1&query=Hunt%20%26%20Smith%20Law%20Firm%20Pa%3A%20Hunt%20D%20Andrew&query_place_id=ChIJwUQ5lugS3YgRWFomFn3TLk8,N,
Winter Haven,Injury Assistance Law Firm,Personal Injury,Personal Injury,"20 3rd St SW Ste 302, Winter Haven, FL 33880",(321) 234-2900,http://www.injuryassistancelawfirm.com/,5,1,https://www.google.com/maps/search/?api=1&query=Injury%20Assistance%20Law%20Firm&query_place_id=ChIJCWd7ROES3YgR-42QERGV4z0,Y,
Winter Haven,J David Pojecky Law Office,General/Unspecified,General,"786 Ave C SW, Winter Haven, FL 33880",(863) 299-3754,,,,https://www.google.com/maps/search/?api=1&query=J%20David%20Pojecky%20Law%20Office&query_place_id=ChIJVd_Frh0T3YgRetcFRiXKLIs,N,
Winter Haven,"J. Kelly Kennedy, Attorney/CPA, PLLC","Estate Planning, Real Estate, Tax","Estate/Probate, Real Estate, Business","141 5th St NW #300, Winter Haven, FL 33881",(863) 294-1114,http://www.rignaneselaw.com/,2.7,7,https://www.google.com/maps/search/?api=1&query=J.%20Kelly%20Kennedy%2C%20Attorney%2FCPA%2C%20PLLC&query_place_id=ChIJd55c0-US3YgRyEcckXefGjw,Y,
Winter Haven,"Jesse J. Bennett, Jr., PA",Divorce,Family/Divorce,"99 6th St SW Ste 108, Winter Haven, FL 33880",(863) 293-9670,https://jbennettlaw.com/,5,9,https://www.google.com/maps/search/?api=1&query=Jesse%20J.%20Bennett%2C%20Jr.%2C%20PA&query_place_id=ChIJoYLM3-YS3YgRdXmzB1sqcwc,Y,
Winter Haven,Jiles & Fugate Law Group,"Personal Injury, Social Security Disability","Personal Injury, General","601 W Central Ave, Winter Haven, FL 33880",(863) 875-6900,https://gotocourtforme.com/,4.8,138,https://www.google.com/maps/search/?api=1&query=Jiles%20%26%20Fugate%20Law%20Group&query_place_id=ChIJEc081eQS3YgRaYn0C28DccI,Y,
Winter Haven,Joiner James T,General/Unspecified,General,"318 4th St NW, Winter Haven, FL 33881",(863) 299-1284,http://www.joinerpa.com/,4.6,10,https://www.google.com/maps/search/?api=1&query=Joiner%20James%20T&query_place_id=ChIJv4Z3SvoS3YgRDTaZD5oGNYo,Y,
Winter Haven,JustCallMoe Injury & Accident Attorneys,Personal Injury,Personal Injury,"150 3rd St SW Ste 210, Winter Haven, FL 33880",(863) 622-9493,https://justcallmoe.com/winter-haven-personal-injury-lawyer/?utm_source=google&utm_medium=organic&utm_campaign=gbp_winter_haven,5,246,https://www.google.com/maps/search/?api=1&query=JustCallMoe%20Injury%20%26%20Accident%20Attorneys&query_place_id=ChIJrVlO2nUT3YgRoGbQM6Dz2ic,Y,
Winter Haven,Kaylor & Kaylor PA,General/Unspecified,General,"525 Avenue G NW, Winter Haven, FL 33881",(863) 299-1241,http://kkllaw.com/,4,4,https://www.google.com/maps/search/?api=1&query=Kaylor%20%26%20Kaylor%20PA&query_place_id=ChIJ812pyt8S3YgRQ9F3aZrEoec,Y,
Winter Haven,"Kaylor, Kaylor & Leto, P.A. - Havendale","Social Security Disability, Personal Injury","General, Personal Injury","1375 Havendale Blvd NW, Winter Haven, FL 33881",(863) 968-7837,http://www.kkllaw.com/,3.3,12,https://www.google.com/maps/search/?api=1&query=Kaylor%2C%20Kaylor%20%26%20Leto%2C%20P.A.%20-%20Havendale&query_place_id=ChIJSd-8JywT3YgRpiqMPa812Q0,Y,
Winter Haven,"Kemp Injury Law, P.A.",Personal Injury,Personal Injury,"99 6th St SW Ste 204, Winter Haven, FL 33880",(863) 225-0254,https://kempinjurylawpa.com/?utm_source=GBP&utm_medium=organic,5,108,https://www.google.com/maps/search/?api=1&query=Kemp%20Injury%20Law%2C%20P.A.&query_place_id=ChIJkQ49SOsNziERbefWK6VSucQ,Y,
Winter Haven,Law Office of Jonathan Mills,Criminal Defense,Criminal/DUI,"501 Ave S NW, Winter Haven, FL 33881",(321) 263-6028,http://attorneymills.com/,4.1,13,https://www.google.com/maps/search/?api=1&query=Law%20Office%20of%20Jonathan%20Mills&query_place_id=ChIJ8xNe_SAX3YgRjrEGwALFCkw,Y,
Winter Haven,"Law Offices of Elizabeth P. Davis, P.A",General/Unspecified,General,"114 Bates Ave SW, Winter Haven, FL 33880",(863) 875-6817,http://elizabethdavislaw.com/,2.9,11,https://www.google.com/maps/search/?api=1&query=Law%20Offices%20of%20Elizabeth%20P.%20Davis%2C%20P.A&query_place_id=ChIJo1uXRuQS3YgR6HYgv28BsgA,Y,
Winter Haven,lawyer - william twyford,General/Unspecified,General,"601 W Central Ave, Winter Haven, FL 33880",(863) 585-5283,http://www.twyfordlawllc.com/contact.htm,5,2,https://www.google.com/maps/search/?api=1&query=lawyer%20-%20william%20twyford&query_place_id=ChIJAQAw0eQS3YgRaaJtYT4254M,Y,
Winter Haven,Matthew Kaylor,"Criminal Defense, Divorce, Personal Injury","Criminal/DUI, Family/Divorce, Personal Injury","375 E Central Ave #361, Winter Haven, FL 33880",(863) 614-1681,https://www.kaylorlaw.com/,5,7,https://www.google.com/maps/search/?api=1&query=Matthew%20Kaylor&query_place_id=ChIJaUw7legS3YgRJ-qHHhJ-uk4,Y,Multi-branch: 2 Polk County locations for this firm
Winter Haven,O'Toole Neal,General/Unspecified,General,"70 4th St NW, Winter Haven, FL 33881",(863) 294-8100,https://otoolepa.com/,5,2,https://www.google.com/maps/search/?api=1&query=O'Toole%20Neal&query_place_id=ChIJIcjFGuES3YgRE5c8PW39Yxs,Y,
Winter Haven,Oram Law,"Estate Planning, Elder Law, Real Estate","Estate/Probate, Real Estate","308 Ave G SW #209, Winter Haven, FL 33880",(863) 259-4743,https://oram.law/,4.7,59,https://www.google.com/maps/search/?api=1&query=Oram%20Law&query_place_id=ChIJ_bFu018N3YgRLusoZ0t5o7s,Y,
Winter Haven,Pencheff and Fraley Injury and Accident Attorneys,"Personal Injury, Insurance",Personal Injury,"800 1st St S Ste A, Winter Haven, FL 33880",(863) 474-8011,https://pencheffandfraley.com/,4.3,6,https://www.google.com/maps/search/?api=1&query=Pencheff%20and%20Fraley%20Injury%20and%20Accident%20Attorneys&query_place_id=ChIJwXc70iET3YgRj7LVufEqgqo,Y,
Winter Haven,Peterson & Myers PA,General/Unspecified,General,"130 Bates Ave SW Fourth Floor, Winter Haven, FL 33880",(863) 294-3360,http://www.petersonmyers.com/,5,16,https://www.google.com/maps/search/?api=1&query=Peterson%20%26%20Myers%20PA&query_place_id=ChIJWTUJAeES3YgRySDvSPNRMAY,Y,Multi-branch: 2 Polk County locations for this firm
Winter Haven,Rex Cowan Law Offices,General/Unspecified,General,"505 Avenue A NW Ste 200, Winter Haven, FL 33881",(863) 294-9433,,5,4,https://www.google.com/maps/search/?api=1&query=Rex%20Cowan%20Law%20Offices&query_place_id=ChIJ-__qCOES3YgR-4kDpN-UUkA,N,
Winter Haven,"Rignanese & Associates, PLLC",General/Unspecified,General,"141 5th St NW #300, Winter Haven, FL 33881",(863) 294-1114,http://www.rignaneselaw.com/,4.9,159,https://www.google.com/maps/search/?api=1&query=Rignanese%20%26%20Associates%2C%20PLLC&query_place_id=ChIJQWg60uYS3YgRlXpKrqvY1gA,Y,
Winter Haven,Robert J. Stambaugh,"Civil Litigation, Estate Planning, Real Estate","General, Estate/Probate, Real Estate","99 6th St SW, Winter Haven, FL 33880",(863) 293-5000,http://winterhavenlaw.com/,5,2,https://www.google.com/maps/search/?api=1&query=Robert%20J.%20Stambaugh&query_place_id=ChIJnTdOieES3YgR_a3qfJPgbpc,Y,
Winter Haven,"Rodney Durrance, Jr., Attorney","Bankruptcy, Divorce, Estate Planning, Family Law","Business, Family/Divorce, Estate/Probate","143 Ave A SE, Winter Haven, FL 33880",(863) 594-2092,,2.3,3,https://www.google.com/maps/search/?api=1&query=Rodney%20Durrance%2C%20Jr.%2C%20Attorney&query_place_id=ChIJh4Zvk_0S3YgRDfvuEUSkdmc,N,
Winter Haven,Roy and Amico Law Group,"Family Law, Criminal Defense, Divorce","Family/Divorce, Criminal/DUI","435 1st St S, Winter Haven, FL 33880",(863) 294-7898,http://royandamicolaw.com/,4.7,125,https://www.google.com/maps/search/?api=1&query=Roy%20and%20Amico%20Law%20Group&query_place_id=ChIJlR883uQS3YgRidbWeEZ25Gw,Y,
Winter Haven,"Sharit, Bunn & Chilton, P.A.","Divorce, Elder Law, Estate Planning, Family Law, General Practice, Personal Injury, Real Estate","Family/Divorce, Estate/Probate, General, Personal Injury, Real Estate","99 6th St SW, Winter Haven, FL 33880",(863) 293-5000,http://www.winterhavenlaw.com/,4.4,18,https://www.google.com/maps/search/?api=1&query=Sharit%2C%20Bunn%20%26%20Chilton%2C%20P.A.&query_place_id=ChIJnTdOieES3YgRzGhN-xz9mvY,Y,
Winter Haven,Simply Blessed Law Firm,"Bankruptcy, Estate Planning, Family Law","Business, Estate/Probate, Family/Divorce","331 3rd St NW, Winter Haven, FL 33881",(863) 229-2227,https://simplyblessedlaw.com/,4.3,6,https://www.google.com/maps/search/?api=1&query=Simply%20Blessed%20Law%20Firm&query_place_id=ChIJAy50WFAT3YgRqxVQnEBxGas,Y,
